Time (s),Heart_Rate (BPM),Raw_Signal,Filtered_Signal
3.1100518333333333,87.39668188166432,0.8841959635416666,0.8799895937407904
3.768921874720358,87.39668188166432,0.8841959635416666,0.8799895937407904
4.427791916107383,90.3469054968856,0.82379150390625,0.8187821574958813
5.086661957494407,90.3469054968856,0.82379150390625,0.8187821574958813
5.745531998881432,90.3469054968856,0.82379150390625,0.8187821574958813
6.404402040268456,89.79211386906627,0.9078572591145834,0.9017901896123016
7.063272081655481,89.79211386906627,0.9078572591145834,0.9017901896123016
7.722142123042506,89.79211386906627,0.9078572591145834,0.9017901896123016
8.381012164429531,84.18014535548828,0.7314249674479166,0.8362404911702314
9.039882205816555,84.18014535548828,0.7314249674479166,0.8362404911702314
9.69875224720358,84.18014535548828,0.7314249674479166,0.8362404911702314
10.357622288590605,84.81377125233061,0.814788818359375,0.8419194629049451
11.016492329977629,84.81377125233061,0.814788818359375,0.8419194629049451
11.675362371364654,85.28819841008506,0.97357177734375,0.968632520623533
12.334232412751678,85.28819841008506,0.97357177734375,0.968632520623533
12.993102454138704,85.28819841008506,0.97357177734375,0.968632520623533
13.651972495525728,85.28819841008506,0.97357177734375,0.968632520623533
14.310842536912752,86.35054842774493,1.0601603190104167,1.056341331559667
14.969712578299777,86.35054842774493,1.0601603190104167,1.056341331559667
15.628582619686801,86.35054842774493,1.0601603190104167,1.056341331559667
16.28745266107383,87.01973014286231,1.1147054036458333,1.080062819744657
16.94632270246085,87.01973014286231,1.1147054036458333,1.080062819744657
17.605192743847876,87.01973014286231,1.1147054036458333,1.080062819744657
18.2640627852349,85.61537394597148,1.0968831380208333,1.1720547948648867
18.922932826621924,85.61537394597148,1.0968831380208333,1.1720547948648867
19.58180286800895,85.61537394597148,1.0968831380208333,1.1720547948648867
20.240672909395975,81.30637667480815,1.03936767578125,1.1952585841129586
20.899542950782998,81.30637667480815,1.03936767578125,1.1952585841129586
21.558412992170023,81.30637667480815,1.03936767578125,1.1952585841129586
22.21728303355705,81.30637667480815,1.03936767578125,1.1952585841129586
22.876153074944074,86.66939405828448,1.149993896484375,1.0908434439625676
23.535023116331097,86.66939405828448,1.149993896484375,1.0908434439625676
24.193893157718122,84.52502104387064,1.1908365885416667,1.180929677032841
24.852763199105148,84.52502104387064,1.1908365885416667,1.180929677032841
25.51163324049217,84.52502104387064,1.1908365885416667,1.180929677032841
26.170503281879196,87.83620969673954,1.2782999674479167,1.2476516619999554
26.82937332326622,87.83620969673954,1.2782999674479167,1.2476516619999554
27.488243364653247,87.83620969673954,1.2782999674479167,1.2476516619999554
28.14711340604027,89.51263917773097,1.17193603515625,1.2005074055954332
28.805983447427295,89.51263917773097,1.17193603515625,1.2005074055954332
29.46485348881432,89.51263917773097,1.17193603515625,1.2005074055954332
30.123723530201342,92.10406703930492,1.0386759440104167,1.176524100389469
30.782593571588368,92.10406703930492,1.0386759440104167,1.176524100389469
31.441463612975394,92.10406703930492,1.0386759440104167,1.176524100389469
32.100333654362416,88.56639837672786,0.7366536458333334,0.8794212242817139
32.75920369574944,88.56639837672786,0.7366536458333334,0.8794212242817139
33.41807373713647,88.56639837672786,0.7366536458333334,0.8794212242817139
34.07694377852349,87.64997645878412,0.8261515299479166,0.7494857676569525
34.73581381991052,87.64997645878412,0.8261515299479166,0.7494857676569525
35.39468386129754,87.64997645878412,0.8261515299479166,0.7494857676569525
36.05355390268457,89.40042251488416,0.8466796875,0.8739365843807271
36.71242394407159,89.40042251488416,0.8466796875,0.8739365843807271
37.37129398545862,89.40042251488416,0.8466796875,0.8739365843807271
38.03016402684564,89.40042251488416,0.8466796875,0.8739365843807271
38.68903406823266,90.99465700951032,1.0293782552083333,0.9928577862644618
39.34790410961969,90.99465700951032,1.0293782552083333,0.9928577862644618
40.00677415100671,90.99465700951032,1.0293782552083333,0.9928577862644618
40.66564419239374,90.48251773618136,0.9373575846354166,0.9508316247410792
41.32451423378076,90.48251773618136,0.9373575846354166,0.9508316247410792
41.98338427516779,85.73308475092489,0.8899943033854166,1.005487489753557
42.64225431655481,85.73308475092489,0.8899943033854166,1.005487489753557
43.30112435794183,85.73308475092489,0.8899943033854166,1.005487489753557
43.95999439932886,88.27477492473434,0.8461100260416666,0.9146143203584178
44.61886444071588,88.27477492473434,0.8461100260416666,0.9146143203584178
45.277734482102915,88.27477492473434,0.8461100260416666,0.9146143203584178
45.93660452348993,88.27477492473434,0.8461100260416666,0.9146143203584178
46.595474564876966,89.16058982113088,0.7179158528645834,0.7286095313209585
47.254344606263984,89.16058982113088,0.7179158528645834,0.7286095313209585
47.913214647651,89.16058982113088,0.7179158528645834,0.7286095313209585
48.572084689038036,83.36645988429812,0.7829793294270834,0.8027519176595227
49.230954730425054,83.36645988429812,0.7829793294270834,0.8027519176595227
49.88982477181209,83.36645988429812,0.7829793294270834,0.8027519176595227
50.548694813199106,87.42213792298749,0.8131510416666666,0.7448655225529954
51.20756485458614,87.42213792298749,0.8131510416666666,0.7448655225529954
51.86643489597316,87.42213792298749,0.8131510416666666,0.7448655225529954
52.525304937360175,81.46784960377681,0.713348388671875,0.8041706167206091
